qdate,time,appID,power(W),occupancy
2019/03/03,13:36:48,app_1,186.13,1
2019/03/03,13:36:52,app_1,201.82,1
2019/03/03,13:36:55,app_1,201.35,1
2019/03/03,13:36:59,app_1,201.48,1
2019/03/03,13:37:3,app_1,202.37,1
2019/03/03,13:37:6,app_1,201.24,1
2019/03/03,13:37:10,app_1,203.76,1
2019/03/03,13:37:13,app_1,202.56,1
2019/03/03,13:37:17,app_1,205.17,1
2019/03/03,13:37:21,app_1,208.45,1
2019/03/03,13:37:24,app_1,241.31,1
2019/03/03,13:37:28,app_1,205.12,1
2019/03/03,13:37:31,app_1,204.20,1
2019/03/03,13:37:38,app_1,203.32,1
2019/03/03,13:37:42,app_1,205.37,1
2019/03/03,13:37:53,app_1,202.23,1
2019/03/03,13:37:56,app_1,193.26,1
2019/03/03,13:38:0,app_1,195.33,1
2019/03/03,13:38:3,app_1,205.53,1
2019/03/03,13:38:7,app_1,201.15,1
2019/03/03,13:38:10,app_1,199.50,1
2019/03/03,13:38:14,app_1,200.09,1
2019/03/03,13:38:18,app_1,196.50,1
2019/03/03,13:38:21,app_1,201.35,1
2019/03/03,13:38:25,app_1,195.84,1
2019/03/03,13:38:28,app_1,206.51,1
2019/03/03,13:38:32,app_1,212.98,1
2019/03/03,13:38:36,app_1,201.95,1
2019/03/03,13:38:43,app_1,191.90,1
2019/03/03,13:38:46,app_1,211.22,1
2019/03/03,13:39:0,app_1,194.34,1
2019/03/03,13:39:4,app_1,202.17,1
2019/03/03,13:39:7,app_1,192.09,1
2019/03/03,13:39:11,app_1,219.12,1
2019/03/03,13:39:15,app_1,201.92,1
2019/03/03,13:39:18,app_1,201.19,1
2019/03/03,13:39:22,app_1,199.50,1
2019/03/03,13:39:25,app_1,204.89,1
2019/03/03,13:39:29,app_1,213.14,1
2019/03/03,13:39:33,app_1,189.37,1
2019/03/03,13:39:36,app_1,200.38,1
2019/03/03,13:39:40,app_1,210.77,1
2019/03/03,13:39:43,app_1,194.57,1
2019/03/03,13:39:50,app_1,225.37,1
2019/03/03,13:39:54,app_1,210.87,1
2019/03/03,13:39:58,app_1,220.31,1
2019/03/03,13:40:8,app_1,205.24,1
2019/03/03,13:40:12,app_1,209.49,1
2019/03/03,13:40:15,app_1,205.30,1
2019/03/03,13:40:19,app_1,209.30,1
2019/03/03,13:40:22,app_1,199.64,1
2019/03/03,13:40:26,app_1,193.17,0
2019/03/03,13:40:30,app_1,195.39,0
2019/03/03,13:40:33,app_1,194.53,0
2019/03/03,13:40:37,app_1,203.36,0
2019/03/03,13:40:40,app_1,231.52,0
2019/03/03,13:40:44,app_1,243.92,0
2019/03/03,13:40:48,app_1,250.28,0
2019/03/03,13:40:55,app_1,246.07,0
2019/03/03,13:40:58,app_1,266.01,0
2019/03/03,13:41:2,app_1,299.26,0
2019/03/03,13:41:5,app_1,280.90,0
2019/03/03,13:41:9,app_1,265.46,0
2019/03/03,13:41:16,app_1,253.20,0
2019/03/03,13:41:20,app_1,305.74,0
2019/03/03,13:41:23,app_1,258.65,0
2019/03/03,13:41:27,app_1,266.05,0
2019/03/03,13:41:30,app_1,258.63,0
2019/03/03,13:41:34,app_1,281.43,0
2019/03/03,13:41:38,app_1,260.28,0
2019/03/03,13:41:41,app_1,245.24,0
2019/03/03,13:41:45,app_1,259.68,0
2019/03/03,13:41:48,app_1,289.70,0
2019/03/03,13:41:52,app_1,280.17,0
2019/03/03,13:41:59,app_1,258.03,0
2019/03/03,13:42:3,app_1,261.69,0
2019/03/03,13:42:6,app_1,278.68,0
2019/03/03,13:42:17,app_1,246.55,0
2019/03/03,13:42:20,app_1,248.48,0
2019/03/03,13:42:24,app_1,241.19,0
2019/03/03,13:42:27,app_1,252.60,0
2019/03/03,13:42:31,app_1,258.12,0
2019/03/03,13:42:35,app_1,250.80,0
2019/03/03,13:42:38,app_1,278.40,0
2019/03/03,13:42:42,app_1,264.08,0
2019/03/03,13:42:45,app_1,255.50,0
2019/03/03,13:42:49,app_1,252.90,0
2019/03/03,13:42:53,app_1,261.31,0
2019/03/03,13:42:56,app_1,264.79,0
2019/03/03,13:43:0,app_1,254.06,0
2019/03/03,13:43:3,app_1,256.19,0
2019/03/03,13:43:7,app_1,250.76,0
2019/03/03,13:43:10,app_1,273.37,0
2019/03/03,13:43:21,app_1,263.77,0
2019/03/03,13:43:25,app_1,261.93,0
2019/03/03,13:43:28,app_1,292.59,0
2019/03/03,13:43:32,app_1,246.72,0
2019/03/03,13:43:35,app_1,289.55,0
2019/03/03,13:43:39,app_1,284.19,0
2019/03/03,13:43:42,app_1,220.92,0
2019/03/03,13:43:46,app_1,175.65,0
2019/03/03,13:43:50,app_1,266.46,0
2019/03/03,13:43:53,app_1,237.41,0
2019/03/03,13:43:57,app_1,269.89,0
2019/03/03,13:44:0,app_1,266.40,0
2019/03/03,13:44:4,app_1,239.71,0
2019/03/03,13:44:11,app_1,253.99,0
2019/03/03,13:44:15,app_1,248.48,0
2019/03/03,13:44:18,app_1,274.19,0
2019/03/03,13:44:32,app_1,251.67,0
2019/03/03,13:44:36,app_1,242.97,0
2019/03/03,13:44:39,app_1,237.34,0
2019/03/03,13:44:43,app_1,243.67,0
2019/03/03,13:44:47,app_1,283.07,0
2019/03/03,13:44:50,app_1,244.41,0
2019/03/03,13:44:54,app_1,233.55,0
2019/03/03,13:44:57,app_1,241.95,0
2019/03/03,13:45:1,app_1,244.82,0
2019/03/03,13:45:5,app_1,245.55,0
2019/03/03,13:45:8,app_1,223.72,0
2019/03/03,13:45:12,app_1,242.10,0
2019/03/03,13:45:15,app_1,242.24,0
2019/03/03,13:45:19,app_1,251.88,0
2019/03/03,13:45:26,app_1,247.31,0
2019/03/03,13:45:37,app_1,232.32,0
2019/03/03,13:45:40,app_1,219.94,0
2019/03/03,13:45:44,app_1,235.59,0
2019/03/03,13:45:47,app_1,223.30,0
2019/03/03,13:45:51,app_1,238.60,0
2019/03/03,13:45:54,app_1,228.91,0
2019/03/03,13:45:58,app_1,253.90,0
2019/03/03,13:46:2,app_1,240.15,0
2019/03/03,13:46:5,app_1,253.25,0
2019/03/03,13:46:9,app_1,249.22,0
2019/03/03,13:46:16,app_1,267.70,0
2019/03/03,13:46:19,app_1,255.29,0
2019/03/03,13:46:23,app_1,233.18,0
2019/03/03,13:46:27,app_1,245.32,0
2019/03/03,13:46:30,app_1,234.91,0
2019/03/03,13:46:34,app_1,256.05,0
2019/03/03,13:46:45,app_1,211.24,0
2019/03/03,13:46:48,app_1,233.69,0
2019/03/03,13:46:52,app_1,255.60,0
2019/03/03,13:46:55,app_1,234.47,0
2019/03/03,13:46:59,app_1,263.84,0
2019/03/03,13:47:2,app_1,258.16,0
2019/03/03,13:47:6,app_1,233.68,0
2019/03/03,13:47:10,app_1,262.53,0
2019/03/03,13:47:13,app_1,223.44,0
2019/03/03,13:47:17,app_1,227.92,0
2019/03/03,13:47:24,app_1,239.75,0
2019/03/03,13:47:28,app_1,270.68,0
2019/03/03,13:47:31,app_1,222.39,0
2019/03/03,13:47:35,app_1,226.79,0
2019/03/03,13:47:38,app_1,211.68,0
2019/03/03,13:47:49,app_1,109.80,0
2019/03/03,13:47:53,app_1,109.76,0
2019/03/03,13:47:56,app_1,107.43,0
2019/03/03,13:48:0,app_1,141.60,0
2019/03/03,13:48:3,app_1,142.14,0
2019/03/03,13:48:7,app_1,140.20,0
2019/03/03,13:48:11,app_1,142.78,0
2019/03/03,13:48:14,app_1,142.61,0
2019/03/03,13:48:18,app_1,142.73,0
2019/03/03,13:48:21,app_1,140.33,0
2019/03/03,13:48:25,app_1,139.64,0
2019/03/03,13:48:29,app_1,138.54,0
2019/03/03,13:48:36,app_1,141.19,0
2019/03/03,13:48:46,app_1,139.71,0
2019/03/03,13:48:50,app_1,139.03,0
2019/03/03,13:48:53,app_1,135.60,0
2019/03/03,13:48:57,app_1,131.45,0
2019/03/03,13:49:1,app_1,89.24,0
2019/03/03,13:49:4,app_1,88.44,0
2019/03/03,13:49:8,app_1,89.44,1
2019/03/03,13:49:11,app_1,89.82,1
2019/03/03,13:49:15,app_1,88.62,1
2019/03/03,13:49:19,app_1,88.66,1
2019/03/03,13:49:22,app_1,89.10,1
2019/03/03,13:49:26,app_1,88.90,1
2019/03/03,13:49:30,app_1,88.51,1
2019/03/03,13:49:33,app_1,85.69,1
2019/03/03,13:49:37,app_1,88.58,1
2019/03/03,13:49:44,app_1,88.07,1
2019/03/03,13:49:47,app_1,86.83,1
2019/03/03,13:49:55,app_1,86.02,1
2019/03/03,13:49:58,app_1,87.13,1
2019/03/03,13:50:2,app_1,85.21,1
2019/03/03,13:50:5,app_1,86.61,1
2019/03/03,13:50:9,app_1,84.20,1
2019/03/03,13:50:13,app_1,85.37,1
2019/03/03,13:50:16,app_1,82.73,1
2019/03/03,13:50:20,app_1,84.82,1
2019/03/03,13:50:24,app_1,84.35,1
2019/03/03,13:50:27,app_1,85.20,1
2019/03/03,13:50:31,app_1,84.34,1
2019/03/03,13:50:45,app_1,84.54,1
2019/03/03,13:50:49,app_1,84.48,1
2019/03/03,13:50:52,app_1,83.84,1
2019/03/03,13:50:56,app_1,85.21,1
2019/03/03,13:51:3,app_1,84.64,1
2019/03/03,13:51:6,app_1,82.27,1
2019/03/03,13:51:10,app_1,83.59,1
2019/03/03,13:51:14,app_1,81.81,1
2019/03/03,13:51:17,app_1,82.56,1
2019/03/03,13:51:21,app_1,80.69,1
2019/03/03,13:51:24,app_1,81.95,1
2019/03/03,13:51:28,app_1,81.18,1
2019/03/03,13:51:31,app_1,80.42,1
2019/03/03,13:51:35,app_1,79.65,1
2019/03/03,13:51:49,app_1,78.36,1
2019/03/03,13:51:53,app_1,79.27,1
2019/03/03,13:51:56,app_1,78.58,1
2019/03/03,13:52:0,app_1,78.53,1
2019/03/03,13:52:4,app_1,78.51,1
2019/03/03,13:52:11,app_1,77.52,1
2019/03/03,13:52:14,app_1,77.52,1
2019/03/03,13:52:18,app_1,77.72,1
2019/03/03,13:52:22,app_1,76.42,1
2019/03/03,13:52:25,app_1,73.34,1
2019/03/03,13:52:29,app_1,76.25,1
2019/03/03,13:52:32,app_1,78.11,1
2019/03/03,13:52:36,app_1,77.63,1
2019/03/03,13:52:40,app_1,78.36,1
2019/03/03,13:52:47,app_1,76.58,1
2019/03/03,13:52:50,app_1,76.41,1
2019/03/03,13:52:54,app_1,77.80,1
2019/03/03,13:52:57,app_1,76.48,1
2019/03/03,13:53:1,app_1,77.29,1
2019/03/03,13:53:5,app_1,76.20,1
2019/03/03,13:53:12,app_1,73.78,1
2019/03/03,13:53:15,app_1,76.15,1
2019/03/03,13:53:19,app_1,73.84,1
2019/03/03,13:53:23,app_1,77.77,1
2019/03/03,13:53:26,app_1,77.17,1
2019/03/03,13:53:30,app_1,76.86,1
2019/03/03,13:53:33,app_1,75.90,1
2019/03/03,13:53:37,app_1,74.65,1
2019/03/03,13:53:51,app_1,76.36,1
2019/03/03,13:53:55,app_1,74.97,1
2019/03/03,13:53:58,app_1,75.51,1
2019/03/03,13:54:2,app_1,74.99,1
2019/03/03,13:54:6,app_1,75.49,1
2019/03/03,13:54:13,app_1,74.23,1
2019/03/03,13:54:16,app_1,74.07,1
2019/03/03,13:54:20,app_1,74.96,1
2019/03/03,13:54:24,app_1,72.79,1
2019/03/03,13:54:27,app_1,72.87,1
2019/03/03,13:54:31,app_1,73.90,1
2019/03/03,13:54:34,app_1,72.40,1
2019/03/03,13:54:38,app_1,73.81,1
2019/03/03,13:54:49,app_1,71.57,1
2019/03/03,13:54:52,app_1,73.17,1
2019/03/03,13:54:56,app_1,73.58,1
2019/03/03,13:54:59,app_1,72.26,1
2019/03/03,13:55:3,app_1,72.73,1
2019/03/03,13:55:7,app_1,71.50,1
2019/03/03,13:55:10,app_1,71.12,1
2019/03/03,13:55:14,app_1,71.05,1
2019/03/03,13:55:17,app_1,71.17,1
2019/03/03,13:55:21,app_1,70.46,1
2019/03/03,13:55:25,app_1,72.76,1
2019/03/03,13:55:28,app_1,70.92,1
2019/03/03,13:55:32,app_1,72.09,1
2019/03/03,13:55:35,app_1,70.58,1
2019/03/03,13:55:39,app_1,70.99,1
2019/03/03,13:55:43,app_1,67.83,1
2019/03/03,13:55:53,app_1,71.06,1
2019/03/03,13:55:57,app_1,70.19,1
2019/03/03,13:56:0,app_1,71.10,1
2019/03/03,13:56:4,app_1,69.99,1
2019/03/03,13:56:8,app_1,71.12,1
2019/03/03,13:56:11,app_1,70.19,1
2019/03/03,13:56:18,app_1,68.68,1
2019/03/03,13:56:22,app_1,68.22,1
2019/03/03,13:56:26,app_1,65.25,1
2019/03/03,13:56:29,app_1,66.46,1
2019/03/03,13:56:33,app_1,66.41,1
2019/03/03,13:56:36,app_1,67.28,1
2019/03/03,13:56:40,app_1,67.64,1
2019/03/03,13:56:44,app_1,66.94,1
2019/03/03,13:56:47,app_1,65.52,1
2019/03/03,13:56:51,app_1,66.39,1
2019/03/03,13:56:54,app_1,63.96,1
2019/03/03,13:56:58,app_1,65.83,1
2019/03/03,13:57:19,app_1,63.63,1
2019/03/03,13:57:23,app_1,64.66,1
2019/03/03,13:57:26,app_1,63.76,1
2019/03/03,13:57:30,app_1,64.55,1
2019/03/03,13:57:34,app_1,64.05,1
2019/03/03,13:57:37,app_1,64.46,1
2019/03/03,13:57:41,app_1,64.42,1
2019/03/03,13:57:45,app_1,64.38,1
2019/03/03,13:57:48,app_1,62.01,1
2019/03/03,13:57:52,app_1,63.77,1
2019/03/03,13:57:55,app_1,64.80,1
2019/03/03,13:57:59,app_1,60.93,1
2019/03/03,13:58:3,app_1,62.14,1
2019/03/03,13:58:6,app_1,63.01,1
2019/03/03,13:58:10,app_1,62.38,1
2019/03/03,13:58:14,app_1,61.69,1
2019/03/03,13:58:17,app_1,62.22,1
2019/03/03,13:58:21,app_1,62.42,1
2019/03/03,13:58:28,app_1,61.37,1
2019/03/03,13:58:32,app_1,59.15,1
2019/03/03,13:58:42,app_1,60.45,1
2019/03/03,13:58:46,app_1,62.48,1
2019/03/03,13:58:49,app_1,61.59,1
2019/03/03,13:58:53,app_1,60.52,1
2019/03/03,13:58:57,app_1,59.72,1
2019/03/03,13:59:0,app_1,59.41,1
2019/03/03,13:59:4,app_1,61.31,1
2019/03/03,13:59:7,app_1,60.83,1
2019/03/03,13:59:11,app_1,59.94,1
2019/03/03,13:59:15,app_1,58.27,1
2019/03/03,13:59:18,app_1,60.06,1
2019/03/03,13:59:22,app_1,60.28,1
2019/03/03,13:59:25,app_1,61.10,1
2019/03/03,13:59:33,app_1,59.34,1
2019/03/03,13:59:36,app_1,60.22,1
2019/03/03,13:59:47,app_1,59.40,1
2019/03/03,13:59:50,app_1,60.05,1
2019/03/03,13:59:54,app_1,58.81,1
2019/03/03,13:59:58,app_1,58.24,1
2019/03/03,14:0:1,app_1,57.65,1
2019/03/03,14:0:5,app_1,58.61,1
2019/03/03,14:0:8,app_1,59.54,1
2019/03/03,14:0:12,app_1,58.81,1
2019/03/03,14:0:16,app_1,59.34,1
2019/03/03,14:0:19,app_1,57.14,1
2019/03/03,14:0:23,app_1,58.81,1
2019/03/03,14:0:26,app_1,58.56,1
2019/03/03,14:0:34,app_1,56.29,1
2019/03/03,14:0:37,app_1,57.20,1
2019/03/03,14:0:41,app_1,55.55,1
2019/03/03,14:0:44,app_1,57.08,1
2019/03/03,14:0:48,app_1,55.44,1
2019/03/03,14:1:6,app_1,58.76,1
2019/03/03,14:1:10,app_1,56.42,1
2019/03/03,14:1:13,app_1,58.36,1
2019/03/03,14:1:17,app_1,56.02,1
2019/03/03,14:1:20,app_1,56.98,1
2019/03/03,14:1:24,app_1,55.85,1
2019/03/03,14:1:31,app_1,55.16,1
2019/03/03,14:1:35,app_1,55.81,1
2019/03/03,14:1:38,app_1,54.68,1
2019/03/03,14:1:42,app_1,56.14,1
2019/03/03,14:1:45,app_1,52.70,1
2019/03/03,14:1:49,app_1,54.99,1
2019/03/03,14:1:53,app_1,53.71,1
2019/03/03,14:2:0,app_1,54.94,1
2019/03/03,14:2:7,app_1,55.72,1
2019/03/03,14:2:14,app_1,55.12,1
2019/03/03,14:2:18,app_1,54.27,1
2019/03/03,14:2:25,app_1,54.75,1
2019/03/03,14:2:32,app_1,55.70,1
2019/03/03,14:2:36,app_1,53.73,1
2019/03/03,14:2:39,app_1,54.75,1
2019/03/03,14:2:43,app_1,53.46,1
2019/03/03,14:2:47,app_1,54.29,1
2019/03/03,14:2:50,app_1,52.50,1
2019/03/03,14:2:54,app_1,53.27,1
2019/03/03,14:2:58,app_1,53.59,1
2019/03/03,14:3:1,app_1,51.47,0
2019/03/03,14:3:5,app_1,53.47,0
